Timestamp,Trade Type,Right,ConId,Strike,Expiry,Quantity,Price,PnL,Outcome,OrderId
2025-08-29 19:28:19+00:00,SELL,C,808585636,644.0,20250902,1.0,2.19,0,,8024
2025-08-29 19:28:19+00:00,SELL,C,808585636,644.0,20250902,1.0,2.19,0,,8024
2025-08-29 19:29:03+00:00,BUY,C,0,645,20250902,4.0,1.54,0,,8036
2025-08-29 19:29:03+00:00,BUY,C,0,645,20250902,4.0,1.54,0,,8036
2025-08-29 19:29:07+00:00,SELL,C,807810325,645.0,20250902,4.0,1.52,0,,8037
2025-08-29 19:29:07+00:00,SELL,C,807810325,645.0,20250902,4.0,1.52,0,,8037
2025-08-29 19:29:24+00:00,BUY,P,0,644,20250902,3.0,1.54,0,,8038
2025-08-29 19:29:24+00:00,BUY,P,0,644,20250902,3.0,1.54,0,,8038
2025-08-29 20:39:48.894419,BUY,C,123,450.0,20241220,100,2.5,0,,456
